instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,wind_category,waktu_hari
2972,2011-05-08,Summer,0,5,17,0,0,Weekend/Holiday,3,0.58,0.5455,0.49,0.2836,106,245,351,Sedang,Sore (Pulang)
2973,2011-05-08,Summer,0,5,18,0,0,Weekend/Holiday,1,0.58,0.5455,0.49,0.0,63,205,268,,Sore (Pulang)
2974,2011-05-08,Summer,0,5,19,0,0,Weekend/Holiday,1,0.56,0.5303,0.64,0.0,61,178,239,,Sore (Pulang)
2975,2011-05-08,Summer,0,5,20,0,0,Weekend/Holiday,1,0.52,0.5,0.77,0.1343,42,132,174,Sedang,Malam/Dini Hari
2976,2011-05-08,Summer,0,5,21,0,0,Weekend/Holiday,1,0.52,0.5,0.77,0.0896,32,95,127,Rendah,Malam/Dini Hari
2977,2011-05-08,Summer,0,5,22,0,0,Weekend/Holiday,1,0.5,0.4848,0.88,0.0896,29,86,115,Rendah,Malam/Dini Hari
2978,2011-05-08,Summer,0,5,23,0,0,Weekend/Holiday,1,0.46,0.4545,0.88,0.0896,9,41,50,Rendah,Malam/Dini Hari
2979,2011-05-09,Summer,0,5,0,0,1,Working Day,1,0.46,0.4545,0.82,0.0896,31,22,53,Rendah,Malam/Dini Hari
2980,2011-05-09,Summer,0,5,1,0,1,Working Day,1,0.44,0.4394,0.88,0.0,25,8,33,,Malam/Dini Hari
2981,2011-05-09,Summer,0,5,2,0,1,Working Day,1,0.44,0.4394,0.94,0.0,6,2,8,,Malam/Dini Hari
2982,2011-05-09,Summer,0,5,3,0,1,Working Day,1,0.46,0.4545,0.82,0.0896,0,7,7,Rendah,Malam/Dini Hari
2983,2011-05-09,Summer,0,5,4,0,1,Working Day,1,0.42,0.4242,0.82,0.1642,0,4,4,Sedang,Malam/Dini Hari
2984,2011-05-09,Summer,0,5,5,0,1,Working Day,1,0.42,0.4242,0.77,0.1642,0,23,23,Sedang,Pagi (Berangkat)
2985,2011-05-09,Summer,0,5,6,0,1,Working Day,1,0.44,0.4394,0.72,0.2537,2,87,89,Sedang,Pagi (Berangkat)
2986,2011-05-09,Summer,0,5,7,0,1,Working Day,1,0.48,0.4697,0.63,0.2537,16,221,237,Sedang,Pagi (Berangkat)
2987,2011-05-09,Summer,0,5,8,0,1,Working Day,1,0.52,0.5,0.55,0.2239,23,351,374,Sedang,Pagi (Berangkat)
2988,2011-05-09,Summer,0,5,9,0,1,Working Day,1,0.54,0.5152,0.56,0.1642,36,142,178,Sedang,Pagi (Berangkat)
2989,2011-05-09,Summer,0,5,10,0,1,Working Day,1,0.56,0.5303,0.52,0.194,24,95,119,Sedang,Siang (Rekreasi)
2990,2011-05-09,Summer,0,5,11,0,1,Working Day,1,0.6,0.6212,0.46,0.2239,26,99,125,Sedang,Siang (Rekreasi)
2991,2011-05-09,Summer,0,5,12,0,1,Working Day,1,0.6,0.6212,0.43,0.194,35,160,195,Sedang,Siang (Rekreasi)
2992,2011-05-09,Summer,0,5,13,0,1,Working Day,1,0.62,0.6212,0.38,0.2836,36,138,174,Sedang,Siang (Rekreasi)
2993,2011-05-09,Summer,0,5,14,0,1,Working Day,1,0.62,0.6212,0.41,0.2239,44,118,162,Sedang,Siang (Rekreasi)
2994,2011-05-09,Summer,0,5,15,0,1,Working Day,1,0.62,0.6212,0.41,0.2239,51,148,199,Sedang,Siang (Rekreasi)
2995,2011-05-09,Summer,0,5,16,0,1,Working Day,1,0.64,0.6212,0.38,0.2239,49,255,304,Sedang,Sore (Pulang)
2996,2011-05-09,Summer,0,5,17,0,1,Working Day,1,0.62,0.6212,0.38,0.2537,59,539,598,Sedang,Sore (Pulang)
2997,2011-05-09,Summer,0,5,18,0,1,Working Day,1,0.62,0.6212,0.38,0.2985,66,458,524,Sedang,Sore (Pulang)
2998,2011-05-09,Summer,0,5,19,0,1,Working Day,1,0.58,0.5455,0.43,0.194,45,339,384,Sedang,Sore (Pulang)
2999,2011-05-09,Summer,0,5,20,0,1,Working Day,1,0.54,0.5152,0.49,0.194,25,214,239,Sedang,Malam/Dini Hari
3000,2011-05-09,Summer,0,5,21,0,1,Working Day,1,0.52,0.5,0.59,0.1343,28,128,156,Sedang,Malam/Dini Hari
3001,2011-05-09,Summer,0,5,22,0,1,Working Day,1,0.52,0.5,0.68,0.0896,21,95,116,Rendah,Malam/Dini Hari
3002,2011-05-09,Summer,0,5,23,0,1,Working Day,1,0.5,0.4848,0.68,0.0896,16,45,61,Rendah,Malam/Dini Hari
3003,2011-05-10,Summer,0,5,0,0,2,Working Day,1,0.48,0.4697,0.63,0.0,6,12,18,,Malam/Dini Hari
3004,2011-05-10,Summer,0,5,1,0,2,Working Day,1,0.46,0.4545,0.59,0.0896,3,12,15,Rendah,Malam/Dini Hari
3005,2011-05-10,Summer,0,5,2,0,2,Working Day,1,0.44,0.4394,0.58,0.1343,1,4,5,Sedang,Malam/Dini Hari
3006,2011-05-10,Summer,0,5,3,0,2,Working Day,1,0.44,0.4394,0.54,0.194,1,3,4,Sedang,Malam/Dini Hari
3007,2011-05-10,Summer,0,5,4,0,2,Working Day,1,0.42,0.4242,0.62,0.2537,0,2,2,Sedang,Malam/Dini Hari
3008,2011-05-10,Summer,0,5,5,0,2,Working Day,1,0.4,0.4091,0.66,0.2239,1,28,29,Sedang,Pagi (Berangkat)
3009,2011-05-10,Summer,0,5,6,0,2,Working Day,1,0.42,0.4242,0.67,0.1343,9,103,112,Sedang,Pagi (Berangkat)
3010,2011-05-10,Summer,0,5,7,0,2,Working Day,2,0.44,0.4394,0.62,0.1343,13,301,314,Sedang,Pagi (Berangkat)
3011,2011-05-10,Summer,0,5,8,0,2,Working Day,2,0.5,0.4848,0.51,0.1045,28,397,425,Sedang,Pagi (Berangkat)
3012,2011-05-10,Summer,0,5,9,0,2,Working Day,2,0.52,0.5,0.48,0.1045,29,176,205,Sedang,Pagi (Berangkat)
3013,2011-05-10,Summer,0,5,10,0,2,Working Day,2,0.56,0.5303,0.37,0.0896,27,100,127,Rendah,Siang (Rekreasi)
3014,2011-05-10,Summer,0,5,11,0,2,Working Day,2,0.56,0.5303,0.43,0.1343,17,108,125,Sedang,Siang (Rekreasi)
3015,2011-05-10,Summer,0,5,12,0,2,Working Day,2,0.6,0.6212,0.38,0.0,47,170,217,,Siang (Rekreasi)
3016,2011-05-10,Summer,0,5,13,0,2,Working Day,2,0.62,0.6212,0.38,0.2537,50,152,202,Sedang,Siang (Rekreasi)
3017,2011-05-10,Summer,0,5,14,0,2,Working Day,2,0.62,0.6212,0.33,0.0,42,134,176,,Siang (Rekreasi)
3018,2011-05-10,Summer,0,5,15,0,2,Working Day,2,0.64,0.6212,0.33,0.0896,28,152,180,Rendah,Siang (Rekreasi)
3019,2011-05-10,Summer,0,5,16,0,2,Working Day,1,0.66,0.6212,0.31,0.1045,56,271,327,Sedang,Sore (Pulang)
3020,2011-05-10,Summer,0,5,17,0,2,Working Day,1,0.64,0.6212,0.33,0.0,79,532,611,,Sore (Pulang)
3021,2011-05-10,Summer,0,5,18,0,2,Working Day,1,0.64,0.6212,0.29,0.1343,70,480,550,Sedang,Sore (Pulang)
3022,2011-05-10,Summer,0,5,19,0,2,Working Day,1,0.6,0.6212,0.43,0.2239,69,365,434,Sedang,Sore (Pulang)
3023,2011-05-10,Summer,0,5,20,0,2,Working Day,1,0.54,0.5152,0.6,0.1343,50,241,291,Sedang,Malam/Dini Hari
3024,2011-05-10,Summer,0,5,21,0,2,Working Day,1,0.54,0.5152,0.52,0.0,30,173,203,,Malam/Dini Hari
3025,2011-05-10,Summer,0,5,22,0,2,Working Day,1,0.52,0.5,0.55,0.1045,29,121,150,Sedang,Malam/Dini Hari
3026,2011-05-10,Summer,0,5,23,0,2,Working Day,2,0.52,0.5,0.59,0.1343,9,72,81,Sedang,Malam/Dini Hari
3027,2011-05-11,Summer,0,5,0,0,3,Working Day,2,0.52,0.5,0.55,0.1343,8,30,38,Sedang,Malam/Dini Hari
3028,2011-05-11,Summer,0,5,1,0,3,Working Day,2,0.5,0.4848,0.59,0.1045,4,16,20,Sedang,Malam/Dini Hari
3029,2011-05-11,Summer,0,5,2,0,3,Working Day,1,0.52,0.5,0.59,0.0,6,4,10,,Malam/Dini Hari
3030,2011-05-11,Summer,0,5,3,0,3,Working Day,1,0.5,0.4848,0.63,0.2239,0,3,3,Sedang,Malam/Dini Hari
3031,2011-05-11,Summer,0,5,4,0,3,Working Day,2,0.48,0.4697,0.88,0.1343,0,2,2,Sedang,Malam/Dini Hari
3032,2011-05-11,Summer,0,5,5,0,3,Working Day,1,0.46,0.4545,0.88,0.1343,0,20,20,Sedang,Pagi (Berangkat)
3033,2011-05-11,Summer,0,5,6,0,3,Working Day,1,0.46,0.4545,0.82,0.1343,6,93,99,Sedang,Pagi (Berangkat)
3034,2011-05-11,Summer,0,5,7,0,3,Working Day,1,0.48,0.4697,0.72,0.194,25,293,318,Sedang,Pagi (Berangkat)
3035,2011-05-11,Summer,0,5,8,0,3,Working Day,1,0.48,0.4697,0.77,0.2537,21,421,442,Sedang,Pagi (Berangkat)
3036,2011-05-11,Summer,0,5,9,0,3,Working Day,1,0.52,0.5,0.72,0.1343,21,182,203,Sedang,Pagi (Berangkat)
3037,2011-05-11,Summer,0,5,10,0,3,Working Day,1,0.54,0.5152,0.68,0.0896,30,124,154,Rendah,Siang (Rekreasi)
3038,2011-05-11,Summer,0,5,11,0,3,Working Day,1,0.56,0.5303,0.64,0.0896,18,123,141,Rendah,Siang (Rekreasi)
3039,2011-05-11,Summer,0,5,12,0,3,Working Day,1,0.6,0.6212,0.56,0.0,41,185,226,,Siang (Rekreasi)
3040,2011-05-11,Summer,0,5,13,0,3,Working Day,1,0.62,0.6212,0.5,0.0,36,157,193,,Siang (Rekreasi)
3041,2011-05-11,Summer,0,5,14,0,3,Working Day,1,0.62,0.6212,0.53,0.0896,36,141,177,Rendah,Siang (Rekreasi)
3042,2011-05-11,Summer,0,5,15,0,3,Working Day,1,0.64,0.6212,0.41,0.0,48,131,179,,Siang (Rekreasi)
3043,2011-05-11,Summer,0,5,16,0,3,Working Day,1,0.66,0.6212,0.39,0.0,49,240,289,,Sore (Pulang)
3044,2011-05-11,Summer,0,5,17,0,3,Working Day,1,0.64,0.6212,0.47,0.1045,17,242,259,Sedang,Sore (Pulang)
3045,2011-05-11,Summer,0,5,18,0,3,Working Day,1,0.62,0.6212,0.5,0.2985,40,234,274,Sedang,Sore (Pulang)
3046,2011-05-11,Summer,0,5,19,0,3,Working Day,1,0.56,0.5303,0.52,0.1343,60,341,401,Sedang,Sore (Pulang)
3047,2011-05-11,Summer,0,5,20,0,3,Working Day,1,0.54,0.5152,0.64,0.1343,28,245,273,Sedang,Malam/Dini Hari
3048,2011-05-11,Summer,0,5,21,0,3,Working Day,1,0.54,0.5152,0.6,0.0,32,202,234,,Malam/Dini Hari
3049,2011-05-11,Summer,0,5,22,0,3,Working Day,1,0.5,0.4848,0.72,0.2537,12,134,146,Sedang,Malam/Dini Hari
3050,2011-05-11,Summer,0,5,23,0,3,Working Day,1,0.46,0.4545,0.88,0.2537,12,69,81,Sedang,Malam/Dini Hari
3051,2011-05-12,Summer,0,5,0,0,4,Working Day,2,0.46,0.4545,0.88,0.2239,5,39,44,Sedang,Malam/Dini Hari
3052,2011-05-12,Summer,0,5,1,0,4,Working Day,1,0.46,0.4545,0.88,0.2239,1,16,17,Sedang,Malam/Dini Hari
3053,2011-05-12,Summer,0,5,2,0,4,Working Day,1,0.44,0.4394,0.94,0.194,1,14,15,Sedang,Malam/Dini Hari
3054,2011-05-12,Summer,0,5,3,0,4,Working Day,1,0.44,0.4394,0.88,0.1343,0,5,5,Sedang,Malam/Dini Hari
3055,2011-05-12,Summer,0,5,4,0,4,Working Day,1,0.42,0.4242,0.94,0.0,1,5,6,,Malam/Dini Hari
3056,2011-05-12,Summer,0,5,5,0,4,Working Day,1,0.42,0.4242,0.94,0.1343,2,27,29,Sedang,Pagi (Berangkat)
3057,2011-05-12,Summer,0,5,6,0,4,Working Day,1,0.44,0.4394,0.88,0.0,9,103,112,,Pagi (Berangkat)
3058,2011-05-12,Summer,0,5,7,0,4,Working Day,1,0.46,0.4545,0.88,0.1343,14,283,297,Sedang,Pagi (Berangkat)
3059,2011-05-12,Summer,0,5,8,0,4,Working Day,1,0.48,0.4697,0.82,0.194,27,394,421,Sedang,Pagi (Berangkat)
3060,2011-05-12,Summer,0,5,9,0,4,Working Day,2,0.5,0.4848,0.77,0.2836,21,191,212,Sedang,Pagi (Berangkat)
3061,2011-05-12,Summer,0,5,10,0,4,Working Day,2,0.54,0.5152,0.68,0.2239,28,119,147,Sedang,Siang (Rekreasi)
3062,2011-05-12,Summer,0,5,11,0,4,Working Day,1,0.58,0.5455,0.6,0.2239,43,136,179,Sedang,Siang (Rekreasi)
3063,2011-05-12,Summer,0,5,12,0,4,Working Day,1,0.58,0.5455,0.6,0.2239,43,164,207,Sedang,Siang (Rekreasi)
3064,2011-05-12,Summer,0,5,13,0,4,Working Day,2,0.62,0.6212,0.57,0.2985,48,170,218,Sedang,Siang (Rekreasi)
3065,2011-05-12,Summer,0,5,14,0,4,Working Day,2,0.62,0.6061,0.61,0.2239,43,148,191,Sedang,Siang (Rekreasi)
3066,2011-05-12,Summer,0,5,15,0,4,Working Day,2,0.64,0.6212,0.53,0.2537,54,163,217,Sedang,Siang (Rekreasi)
3067,2011-05-12,Summer,0,5,16,0,4,Working Day,2,0.64,0.6212,0.57,0.2537,50,238,288,Sedang,Sore (Pulang)
3068,2011-05-12,Summer,0,5,17,0,4,Working Day,2,0.64,0.6212,0.57,0.194,54,540,594,Sedang,Sore (Pulang)
3069,2011-05-12,Summer,0,5,18,0,4,Working Day,1,0.62,0.6061,0.69,0.2239,64,463,527,Sedang,Sore (Pulang)
3070,2011-05-12,Summer,0,5,19,0,4,Working Day,2,0.6,0.6061,0.64,0.194,59,305,364,Sedang,Sore (Pulang)
3071,2011-05-12,Summer,0,5,20,0,4,Working Day,1,0.6,0.6061,0.64,0.194,56,220,276,Sedang,Malam/Dini Hari
3072,2011-05-12,Summer,0,5,21,0,4,Working Day,1,0.56,0.5303,0.83,0.1343,31,192,223,Sedang,Malam/Dini Hari
3073,2011-05-12,Summer,0,5,22,0,4,Working Day,1,0.54,0.5152,0.83,0.194,25,147,172,Sedang,Malam/Dini Hari
3074,2011-05-12,Summer,0,5,23,0,4,Working Day,2,0.54,0.5152,0.77,0.194,16,87,103,Sedang,Malam/Dini Hari
3075,2011-05-13,Summer,0,5,0,0,5,Working Day,2,0.52,0.5,0.83,0.1642,6,46,52,Sedang,Malam/Dini Hari
3076,2011-05-13,Summer,0,5,1,0,5,Working Day,1,0.52,0.5,0.83,0.1642,5,15,20,Sedang,Malam/Dini Hari
3077,2011-05-13,Summer,0,5,2,0,5,Working Day,2,0.5,0.4848,0.88,0.1343,3,8,11,Sedang,Malam/Dini Hari
3078,2011-05-13,Summer,0,5,3,0,5,Working Day,2,0.5,0.4848,0.88,0.1343,2,2,4,Sedang,Malam/Dini Hari
3079,2011-05-13,Summer,0,5,4,0,5,Working Day,3,0.5,0.4848,0.88,0.1642,2,3,5,Sedang,Malam/Dini Hari
3080,2011-05-13,Summer,0,5,5,0,5,Working Day,2,0.5,0.4848,0.88,0.194,1,24,25,Sedang,Pagi (Berangkat)
3081,2011-05-13,Summer,0,5,6,0,5,Working Day,3,0.5,0.4848,0.88,0.1343,6,76,82,Sedang,Pagi (Berangkat)
3082,2011-05-13,Summer,0,5,7,0,5,Working Day,3,0.5,0.4848,0.88,0.1642,16,141,157,Sedang,Pagi (Berangkat)
3083,2011-05-13,Summer,0,5,8,0,5,Working Day,2,0.5,0.4848,0.88,0.194,26,361,387,Sedang,Pagi (Berangkat)
3084,2011-05-13,Summer,0,5,9,0,5,Working Day,2,0.5,0.4848,0.88,0.194,18,215,233,Sedang,Pagi (Berangkat)
3085,2011-05-13,Summer,0,5,10,0,5,Working Day,2,0.52,0.5,0.83,0.1343,31,99,130,Sedang,Siang (Rekreasi)
3086,2011-05-13,Summer,0,5,11,0,5,Working Day,2,0.52,0.5,0.83,0.1642,56,90,146,Sedang,Siang (Rekreasi)
3087,2011-05-13,Summer,0,5,12,0,5,Working Day,2,0.52,0.5,0.88,0.194,53,170,223,Sedang,Siang (Rekreasi)
3088,2011-05-13,Summer,0,5,13,0,5,Working Day,2,0.52,0.5,0.88,0.3881,69,157,226,Tinggi,Siang (Rekreasi)
3089,2011-05-13,Summer,0,5,14,0,5,Working Day,2,0.52,0.5,0.87,0.2836,70,120,190,Sedang,Siang (Rekreasi)
3090,2011-05-13,Summer,0,5,15,0,5,Working Day,2,0.52,0.5,0.88,0.1642,56,142,198,Sedang,Siang (Rekreasi)
3091,2011-05-13,Summer,0,5,16,0,5,Working Day,2,0.52,0.5,0.88,0.1343,44,256,300,Sedang,Sore (Pulang)
3092,2011-05-13,Summer,0,5,17,0,5,Working Day,3,0.52,0.5,0.88,0.1642,62,429,491,Sedang,Sore (Pulang)
3093,2011-05-13,Summer,0,5,18,0,5,Working Day,3,0.52,0.5,0.88,0.1642,39,359,398,Sedang,Sore (Pulang)
3094,2011-05-13,Summer,0,5,19,0,5,Working Day,2,0.52,0.5,0.83,0.194,25,245,270,Sedang,Sore (Pulang)
3095,2011-05-13,Summer,0,5,20,0,5,Working Day,2,0.52,0.5,0.83,0.1343,22,130,152,Sedang,Malam/Dini Hari
3096,2011-05-13,Summer,0,5,21,0,5,Working Day,2,0.52,0.5,0.84,0.1642,24,130,154,Sedang,Malam/Dini Hari
3097,2011-05-13,Summer,0,5,22,0,5,Working Day,2,0.52,0.5,0.83,0.2239,25,107,132,Sedang,Malam/Dini Hari
3098,2011-05-13,Summer,0,5,23,0,5,Working Day,3,0.5,0.4848,0.88,0.1642,31,88,119,Sedang,Malam/Dini Hari
3099,2011-05-14,Summer,0,5,0,0,6,Weekend/Holiday,2,0.5,0.4848,0.88,0.1343,24,78,102,Sedang,Malam/Dini Hari
3100,2011-05-14,Summer,0,5,1,0,6,Weekend/Holiday,2,0.5,0.4848,0.88,0.1343,18,64,82,Sedang,Malam/Dini Hari
3101,2011-05-14,Summer,0,5,2,0,6,Weekend/Holiday,2,0.5,0.4848,0.88,0.1343,15,37,52,Sedang,Malam/Dini Hari
3102,2011-05-14,Summer,0,5,3,0,6,Weekend/Holiday,2,0.5,0.4848,0.88,0.1343,5,30,35,Sedang,Malam/Dini Hari
3103,2011-05-14,Summer,0,5,4,0,6,Weekend/Holiday,2,0.5,0.4848,0.82,0.1642,1,4,5,Sedang,Malam/Dini Hari
3104,2011-05-14,Summer,0,5,5,0,6,Weekend/Holiday,2,0.5,0.4848,0.82,0.1045,7,7,14,Sedang,Pagi (Berangkat)
3105,2011-05-14,Summer,0,5,6,0,6,Weekend/Holiday,2,0.5,0.4848,0.88,0.1045,2,9,11,Sedang,Pagi (Berangkat)
3106,2011-05-14,Summer,0,5,7,0,6,Weekend/Holiday,3,0.48,0.4697,1.0,0.0,4,28,32,,Pagi (Berangkat)
3107,2011-05-14,Summer,0,5,8,0,6,Weekend/Holiday,3,0.5,0.4848,0.94,0.0,16,72,88,,Pagi (Berangkat)
3108,2011-05-14,Summer,0,5,9,0,6,Weekend/Holiday,2,0.52,0.5,0.94,0.0896,14,86,100,Rendah,Pagi (Berangkat)
3109,2011-05-14,Summer,0,5,10,0,6,Weekend/Holiday,2,0.52,0.5,0.94,0.1642,34,133,167,Sedang,Siang (Rekreasi)
3110,2011-05-14,Summer,0,5,11,0,6,Weekend/Holiday,2,0.52,0.5,0.94,0.1343,72,207,279,Sedang,Siang (Rekreasi)
3111,2011-05-14,Summer,0,5,12,0,6,Weekend/Holiday,3,0.52,0.5,1.0,0.0896,75,204,279,Rendah,Siang (Rekreasi)
3112,2011-05-14,Summer,0,5,13,0,6,Weekend/Holiday,3,0.52,0.5,1.0,0.0896,68,180,248,Rendah,Siang (Rekreasi)
3113,2011-05-14,Summer,0,5,14,0,6,Weekend/Holiday,2,0.54,0.5152,0.94,0.1343,57,159,216,Sedang,Siang (Rekreasi)
3114,2011-05-14,Summer,0,5,15,0,6,Weekend/Holiday,2,0.54,0.5152,0.94,0.1642,73,221,294,Sedang,Siang (Rekreasi)
3115,2011-05-14,Summer,0,5,16,0,6,Weekend/Holiday,2,0.54,0.5152,0.94,0.194,107,188,295,Sedang,Sore (Pulang)
3116,2011-05-14,Summer,0,5,17,0,6,Weekend/Holiday,2,0.56,0.5303,0.88,0.194,78,194,272,Sedang,Sore (Pulang)
3117,2011-05-14,Summer,0,5,18,0,6,Weekend/Holiday,2,0.56,0.5303,0.88,0.2239,88,216,304,Sedang,Sore (Pulang)
3118,2011-05-14,Summer,0,5,19,0,6,Weekend/Holiday,3,0.54,0.5152,0.94,0.1343,69,179,248,Sedang,Sore (Pulang)
3119,2011-05-14,Summer,0,5,20,0,6,Weekend/Holiday,3,0.54,0.5152,0.94,0.1343,42,115,157,Sedang,Malam/Dini Hari
3120,2011-05-14,Summer,0,5,21,0,6,Weekend/Holiday,3,0.54,0.5152,0.94,0.2239,15,44,59,Sedang,Malam/Dini Hari
3121,2011-05-14,Summer,0,5,22,0,6,Weekend/Holiday,3,0.54,0.5152,0.94,0.1642,7,19,26,Sedang,Malam/Dini Hari
3122,2011-05-14,Summer,0,5,23,0,6,Weekend/Holiday,3,0.52,0.5,1.0,0.194,11,33,44,Sedang,Malam/Dini Hari
3123,2011-05-15,Summer,0,5,0,0,0,Weekend/Holiday,2,0.52,0.5,1.0,0.0,5,34,39,,Malam/Dini Hari
3124,2011-05-15,Summer,0,5,1,0,0,Weekend/Holiday,2,0.52,0.5,1.0,0.1045,4,43,47,Sedang,Malam/Dini Hari
3125,2011-05-15,Summer,0,5,2,0,0,Weekend/Holiday,2,0.52,0.5,1.0,0.1343,13,37,50,Sedang,Malam/Dini Hari
3126,2011-05-15,Summer,0,5,3,0,0,Weekend/Holiday,2,0.52,0.5,1.0,0.0,11,21,32,,Malam/Dini Hari
3127,2011-05-15,Summer,0,5,4,0,0,Weekend/Holiday,2,0.52,0.5,1.0,0.0,5,8,13,,Malam/Dini Hari
3128,2011-05-15,Summer,0,5,5,0,0,Weekend/Holiday,3,0.52,0.5,1.0,0.1045,3,11,14,Sedang,Pagi (Berangkat)
3129,2011-05-15,Summer,0,5,6,0,0,Weekend/Holiday,2,0.52,0.5,1.0,0.1343,3,14,17,Sedang,Pagi (Berangkat)
3130,2011-05-15,Summer,0,5,7,0,0,Weekend/Holiday,2,0.52,0.5,1.0,0.1343,4,38,42,Sedang,Pagi (Berangkat)
3131,2011-05-15,Summer,0,5,8,0,0,Weekend/Holiday,2,0.54,0.5152,0.94,0.1343,24,46,70,Sedang,Pagi (Berangkat)
3132,2011-05-15,Summer,0,5,9,0,0,Weekend/Holiday,1,0.58,0.5455,0.83,0.2537,36,98,134,Sedang,Pagi (Berangkat)
3133,2011-05-15,Summer,0,5,10,0,0,Weekend/Holiday,1,0.58,0.5455,0.83,0.2239,73,153,226,Sedang,Siang (Rekreasi)
3134,2011-05-15,Summer,0,5,11,0,0,Weekend/Holiday,1,0.6,0.5758,0.78,0.2239,120,202,322,Sedang,Siang (Rekreasi)
3135,2011-05-15,Summer,0,5,12,0,0,Weekend/Holiday,1,0.62,0.5909,0.73,0.2985,120,247,367,Sedang,Siang (Rekreasi)
3136,2011-05-15,Summer,0,5,13,0,0,Weekend/Holiday,1,0.62,0.5909,0.73,0.2836,195,261,456,Sedang,Siang (Rekreasi)
3137,2011-05-15,Summer,0,5,14,0,0,Weekend/Holiday,1,0.64,0.6061,0.73,0.194,183,254,437,Sedang,Siang (Rekreasi)
3138,2011-05-15,Summer,0,5,15,0,0,Weekend/Holiday,1,0.66,0.6212,0.69,0.2537,206,253,459,Sedang,Siang (Rekreasi)
3139,2011-05-15,Summer,0,5,16,0,0,Weekend/Holiday,1,0.64,0.6061,0.69,0.2537,158,282,440,Sedang,Sore (Pulang)
3140,2011-05-15,Summer,0,5,17,0,0,Weekend/Holiday,3,0.56,0.5303,0.78,0.3582,137,255,392,Tinggi,Sore (Pulang)
3141,2011-05-15,Summer,0,5,18,0,0,Weekend/Holiday,1,0.56,0.5303,0.78,0.2537,60,177,237,Sedang,Sore (Pulang)
3142,2011-05-15,Summer,0,5,19,0,0,Weekend/Holiday,1,0.56,0.5303,0.83,0.1045,78,153,231,Sedang,Sore (Pulang)
3143,2011-05-15,Summer,0,5,20,0,0,Weekend/Holiday,1,0.54,0.5152,0.88,0.0,53,138,191,,Malam/Dini Hari
3144,2011-05-15,Summer,0,5,21,0,0,Weekend/Holiday,1,0.54,0.5152,0.88,0.0,44,107,151,,Malam/Dini Hari
3145,2011-05-15,Summer,0,5,22,0,0,Weekend/Holiday,1,0.56,0.5303,0.83,0.0,29,88,117,,Malam/Dini Hari
3146,2011-05-15,Summer,0,5,23,0,0,Weekend/Holiday,1,0.54,0.5152,0.88,0.2239,18,51,69,Sedang,Malam/Dini Hari
3147,2011-05-16,Summer,0,5,0,0,1,Working Day,1,0.52,0.5,0.94,0.1045,17,21,38,Sedang,Malam/Dini Hari
3148,2011-05-16,Summer,0,5,1,0,1,Working Day,1,0.52,0.5,0.94,0.1343,6,8,14,Sedang,Malam/Dini Hari
3149,2011-05-16,Summer,0,5,2,0,1,Working Day,1,0.5,0.4848,1.0,0.0896,4,9,13,Rendah,Malam/Dini Hari
3150,2011-05-16,Summer,0,5,3,0,1,Working Day,1,0.5,0.4848,0.94,0.1642,1,3,4,Sedang,Malam/Dini Hari
3151,2011-05-16,Summer,0,5,4,0,1,Working Day,1,0.5,0.4848,1.0,0.1343,1,5,6,Sedang,Malam/Dini Hari
3152,2011-05-16,Summer,0,5,5,0,1,Working Day,1,0.5,0.4848,0.93,0.194,1,20,21,Sedang,Pagi (Berangkat)
3153,2011-05-16,Summer,0,5,6,0,1,Working Day,1,0.52,0.5,0.88,0.1642,11,93,104,Sedang,Pagi (Berangkat)
3154,2011-05-16,Summer,0,5,7,0,1,Working Day,1,0.52,0.5,0.83,0.2836,27,245,272,Sedang,Pagi (Berangkat)
3155,2011-05-16,Summer,0,5,8,0,1,Working Day,1,0.56,0.5303,0.73,0.2985,28,366,394,Sedang,Pagi (Berangkat)
3156,2011-05-16,Summer,0,5,9,0,1,Working Day,1,0.6,0.5909,0.69,0.194,38,156,194,Sedang,Pagi (Berangkat)
3157,2011-05-16,Summer,0,5,10,0,1,Working Day,1,0.62,0.6061,0.65,0.0896,37,75,112,Rendah,Siang (Rekreasi)
3158,2011-05-16,Summer,0,5,11,0,1,Working Day,1,0.64,0.6212,0.57,0.0,56,129,185,,Siang (Rekreasi)
3159,2011-05-16,Summer,0,5,12,0,1,Working Day,1,0.66,0.6212,0.54,0.0896,72,137,209,Rendah,Siang (Rekreasi)
3160,2011-05-16,Summer,0,5,13,0,1,Working Day,1,0.68,0.6364,0.51,0.0,61,153,214,,Siang (Rekreasi)
3161,2011-05-16,Summer,0,5,14,0,1,Working Day,1,0.68,0.6364,0.51,0.0,76,117,193,,Siang (Rekreasi)
3162,2011-05-16,Summer,0,5,15,0,1,Working Day,1,0.72,0.6667,0.51,0.0,55,110,165,,Siang (Rekreasi)
3163,2011-05-16,Summer,0,5,16,0,1,Working Day,3,0.6,0.5758,0.78,0.2537,45,181,226,Sedang,Sore (Pulang)
3164,2011-05-16,Summer,0,5,17,0,1,Working Day,1,0.58,0.5455,0.88,0.2239,47,227,274,Sedang,Sore (Pulang)
3165,2011-05-16,Summer,0,5,18,0,1,Working Day,3,0.58,0.5455,0.83,0.194,55,398,453,Sedang,Sore (Pulang)
