instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp_hour,atemp,hum_hour,windspeed_hour,casual,registered,cnt,waktu_hari,windspeed_day,temp_day,hum_day
3430,2011-05-27,2,0,5,19,0,5,1,3,0.6,0.5758,0.78,0.2537,69,210,279,Sore (Pulang),0.240679,0.681667,0.65375
3431,2011-05-27,2,0,5,20,0,5,1,2,0.62,0.5909,0.73,0.2239,24,120,144,Malam/Dini Hari,0.240679,0.681667,0.65375
3432,2011-05-27,2,0,5,21,0,5,1,1,0.6,0.5606,0.83,0.1045,37,114,151,Malam/Dini Hari,0.240679,0.681667,0.65375
3433,2011-05-27,2,0,5,22,0,5,1,1,0.6,0.5758,0.78,0.1343,25,116,141,Malam/Dini Hari,0.240679,0.681667,0.65375
3434,2011-05-27,2,0,5,23,0,5,1,1,0.58,0.5455,0.88,0.1343,23,104,127,Malam/Dini Hari,0.240679,0.681667,0.65375
3435,2011-05-28,2,0,5,0,0,6,0,1,0.58,0.5455,0.88,0.1343,15,79,94,Malam/Dini Hari,0.230092,0.655833,0.729583
3436,2011-05-28,2,0,5,1,0,6,0,1,0.58,0.5455,0.88,0.194,8,47,55,Malam/Dini Hari,0.230092,0.655833,0.729583
3437,2011-05-28,2,0,5,2,0,6,0,1,0.56,0.5303,0.94,0.194,13,35,48,Malam/Dini Hari,0.230092,0.655833,0.729583
3438,2011-05-28,2,0,5,3,0,6,0,1,0.56,0.5303,0.88,0.2239,2,13,15,Malam/Dini Hari,0.230092,0.655833,0.729583
3439,2011-05-28,2,0,5,4,0,6,0,1,0.56,0.5303,0.88,0.2537,0,4,4,Malam/Dini Hari,0.230092,0.655833,0.729583
3440,2011-05-28,2,0,5,5,0,6,0,1,0.56,0.5303,0.88,0.2239,4,3,7,Pagi (Berangkat),0.230092,0.655833,0.729583
3441,2011-05-28,2,0,5,6,0,6,0,1,0.58,0.5455,0.83,0.2537,3,16,19,Pagi (Berangkat),0.230092,0.655833,0.729583
3442,2011-05-28,2,0,5,7,0,6,0,1,0.6,0.5606,0.83,0.2537,17,33,50,Pagi (Berangkat),0.230092,0.655833,0.729583
3443,2011-05-28,2,0,5,8,0,6,0,1,0.62,0.5909,0.78,0.194,27,75,102,Pagi (Berangkat),0.230092,0.655833,0.729583
3444,2011-05-28,2,0,5,9,0,6,0,1,0.64,0.6061,0.73,0.2537,61,116,177,Pagi (Berangkat),0.230092,0.655833,0.729583
3445,2011-05-28,2,0,5,10,0,6,0,1,0.7,0.6515,0.65,0.2239,110,166,276,Siang (Rekreasi),0.230092,0.655833,0.729583
3446,2011-05-28,2,0,5,11,0,6,0,1,0.7,0.6515,0.65,0.2239,171,178,349,Siang (Rekreasi),0.230092,0.655833,0.729583
3447,2011-05-28,2,0,5,12,0,6,0,1,0.72,0.6667,0.58,0.2537,145,213,358,Siang (Rekreasi),0.230092,0.655833,0.729583
3448,2011-05-28,2,0,5,13,0,6,0,1,0.72,0.6818,0.62,0.2239,168,217,385,Siang (Rekreasi),0.230092,0.655833,0.729583
3449,2011-05-28,2,0,5,14,0,6,0,1,0.74,0.6818,0.58,0.2239,172,210,382,Siang (Rekreasi),0.230092,0.655833,0.729583
3450,2011-05-28,2,0,5,15,0,6,0,1,0.74,0.6818,0.55,0.2239,187,187,374,Siang (Rekreasi),0.230092,0.655833,0.729583
3451,2011-05-28,2,0,5,16,0,6,0,1,0.76,0.697,0.55,0.2836,201,201,402,Sore (Pulang),0.230092,0.655833,0.729583
3452,2011-05-28,2,0,5,17,0,6,0,1,0.74,0.6818,0.55,0.2985,180,161,341,Sore (Pulang),0.230092,0.655833,0.729583
3453,2011-05-28,2,0,5,18,0,6,0,1,0.72,0.6818,0.62,0.2537,173,212,385,Sore (Pulang),0.230092,0.655833,0.729583
3454,2011-05-28,2,0,5,19,0,6,0,1,0.7,0.6515,0.65,0.194,99,153,252,Sore (Pulang),0.230092,0.655833,0.729583
3455,2011-05-28,2,0,5,20,0,6,0,1,0.7,0.6515,0.65,0.2239,68,128,196,Malam/Dini Hari,0.230092,0.655833,0.729583
3456,2011-05-28,2,0,5,21,0,6,0,1,0.66,0.6212,0.74,0.2985,87,114,201,Malam/Dini Hari,0.230092,0.655833,0.729583
3457,2011-05-28,2,0,5,22,0,6,0,1,0.66,0.6061,0.78,0.2239,46,115,161,Malam/Dini Hari,0.230092,0.655833,0.729583
3458,2011-05-28,2,0,5,23,0,6,0,1,0.64,0.5758,0.83,0.194,44,81,125,Malam/Dini Hari,0.230092,0.655833,0.729583
3459,2011-05-29,2,0,5,0,0,0,0,1,0.64,0.5758,0.83,0.2239,32,51,83,Malam/Dini Hari,0.213938,0.6675,0.81875
3460,2011-05-29,2,0,5,1,0,0,0,1,0.62,0.5606,0.88,0.1642,17,49,66,Malam/Dini Hari,0.213938,0.6675,0.81875
3461,2011-05-29,2,0,5,2,0,0,0,1,0.62,0.5606,0.88,0.1045,12,49,61,Malam/Dini Hari,0.213938,0.6675,0.81875
3462,2011-05-29,2,0,5,3,0,0,0,1,0.62,0.5606,0.88,0.1045,2,24,26,Malam/Dini Hari,0.213938,0.6675,0.81875
3463,2011-05-29,2,0,5,4,0,0,0,1,0.6,0.5455,0.88,0.0896,13,10,23,Malam/Dini Hari,0.213938,0.6675,0.81875
3464,2011-05-29,2,0,5,5,0,0,0,1,0.6,0.5152,0.94,0.1642,3,3,6,Pagi (Berangkat),0.213938,0.6675,0.81875
3465,2011-05-29,2,0,5,6,0,0,0,2,0.62,0.5606,0.88,0.194,5,10,15,Pagi (Berangkat),0.213938,0.6675,0.81875
3466,2011-05-29,2,0,5,7,0,0,0,2,0.62,0.5606,0.88,0.2537,13,17,30,Pagi (Berangkat),0.213938,0.6675,0.81875
3467,2011-05-29,2,0,5,8,0,0,0,2,0.62,0.5606,0.88,0.2239,34,62,96,Pagi (Berangkat),0.213938,0.6675,0.81875
3468,2011-05-29,2,0,5,9,0,0,0,2,0.62,0.5455,0.94,0.2537,74,78,152,Pagi (Berangkat),0.213938,0.6675,0.81875
3469,2011-05-29,2,0,5,10,0,0,0,2,0.66,0.6061,0.83,0.2239,130,121,251,Siang (Rekreasi),0.213938,0.6675,0.81875
3470,2011-05-29,2,0,5,11,0,0,0,2,0.66,0.6061,0.83,0.2836,139,180,319,Siang (Rekreasi),0.213938,0.6675,0.81875
3471,2011-05-29,2,0,5,12,0,0,0,2,0.7,0.6667,0.74,0.2239,216,186,402,Siang (Rekreasi),0.213938,0.6675,0.81875
3472,2011-05-29,2,0,5,13,0,0,0,1,0.72,0.6818,0.7,0.2836,237,181,418,Siang (Rekreasi),0.213938,0.6675,0.81875
3473,2011-05-29,2,0,5,14,0,0,0,1,0.74,0.697,0.7,0.2836,183,168,351,Siang (Rekreasi),0.213938,0.6675,0.81875
3474,2011-05-29,2,0,5,15,0,0,0,1,0.74,0.697,0.7,0.2985,221,155,376,Siang (Rekreasi),0.213938,0.6675,0.81875
3475,2011-05-29,2,0,5,16,0,0,0,1,0.74,0.697,0.7,0.2836,194,167,361,Sore (Pulang),0.213938,0.6675,0.81875
3476,2011-05-29,2,0,5,17,0,0,0,1,0.74,0.697,0.7,0.2836,214,169,383,Sore (Pulang),0.213938,0.6675,0.81875
3477,2011-05-29,2,0,5,18,0,0,0,1,0.72,0.697,0.74,0.2836,151,177,328,Sore (Pulang),0.213938,0.6675,0.81875
3478,2011-05-29,2,0,5,19,0,0,0,1,0.72,0.697,0.74,0.2537,141,146,287,Sore (Pulang),0.213938,0.6675,0.81875
3479,2011-05-29,2,0,5,20,0,0,0,1,0.7,0.6667,0.79,0.194,91,128,219,Malam/Dini Hari,0.213938,0.6675,0.81875
3480,2011-05-29,2,0,5,21,0,0,0,1,0.68,0.6364,0.83,0.1642,107,122,229,Malam/Dini Hari,0.213938,0.6675,0.81875
3481,2011-05-29,2,0,5,22,0,0,0,1,0.66,0.5909,0.89,0.1343,78,93,171,Malam/Dini Hari,0.213938,0.6675,0.81875
3482,2011-05-29,2,0,5,23,0,0,0,1,0.66,0.5909,0.89,0.1642,48,87,135,Malam/Dini Hari,0.213938,0.6675,0.81875
3483,2011-05-30,2,0,5,0,1,1,0,1,0.64,0.5606,0.94,0.194,38,65,103,Malam/Dini Hari,0.131225,0.733333,0.685
3484,2011-05-30,2,0,5,1,1,1,0,1,0.64,0.5606,0.94,0.1343,26,53,79,Malam/Dini Hari,0.131225,0.733333,0.685
3485,2011-05-30,2,0,5,2,1,1,0,1,0.64,0.5606,0.94,0.194,17,28,45,Malam/Dini Hari,0.131225,0.733333,0.685
3486,2011-05-30,2,0,5,3,1,1,0,1,0.64,0.5606,0.94,0.194,10,8,18,Malam/Dini Hari,0.131225,0.733333,0.685
3487,2011-05-30,2,0,5,4,1,1,0,1,0.62,0.5455,0.94,0.1642,2,4,6,Malam/Dini Hari,0.131225,0.733333,0.685
3488,2011-05-30,2,0,5,5,1,1,0,2,0.62,0.5455,0.94,0.1045,1,6,7,Pagi (Berangkat),0.131225,0.733333,0.685
3489,2011-05-30,2,0,5,6,1,1,0,2,0.64,0.5606,0.94,0.0896,6,10,16,Pagi (Berangkat),0.131225,0.733333,0.685
3490,2011-05-30,2,0,5,7,1,1,0,2,0.64,0.5606,0.94,0.0,12,19,31,Pagi (Berangkat),0.131225,0.733333,0.685
3491,2011-05-30,2,0,5,8,1,1,0,2,0.66,0.5909,0.89,0.1045,36,58,94,Pagi (Berangkat),0.131225,0.733333,0.685
3492,2011-05-30,2,0,5,9,1,1,0,1,0.72,0.697,0.74,0.0896,47,81,128,Pagi (Berangkat),0.131225,0.733333,0.685
3493,2011-05-30,2,0,5,10,1,1,0,1,0.8,0.7576,0.55,0.2537,116,153,269,Siang (Rekreasi),0.131225,0.733333,0.685
3494,2011-05-30,2,0,5,11,1,1,0,1,0.82,0.7727,0.52,0.0,153,168,321,Siang (Rekreasi),0.131225,0.733333,0.685
3495,2011-05-30,2,0,5,12,1,1,0,1,0.86,0.803,0.47,0.1045,179,187,366,Siang (Rekreasi),0.131225,0.733333,0.685
3496,2011-05-30,2,0,5,13,1,1,0,1,0.86,0.7879,0.44,0.0896,133,217,350,Siang (Rekreasi),0.131225,0.733333,0.685
3497,2011-05-30,2,0,5,14,1,1,0,1,0.88,0.803,0.39,0.0,142,185,327,Siang (Rekreasi),0.131225,0.733333,0.685
3498,2011-05-30,2,0,5,15,1,1,0,1,0.88,0.803,0.39,0.2537,132,179,311,Siang (Rekreasi),0.131225,0.733333,0.685
3499,2011-05-30,2,0,5,16,1,1,0,1,0.88,0.7879,0.37,0.2836,101,208,309,Sore (Pulang),0.131225,0.733333,0.685
3500,2011-05-30,2,0,5,17,1,1,0,1,0.86,0.7879,0.41,0.2239,102,202,304,Sore (Pulang),0.131225,0.733333,0.685
3501,2011-05-30,2,0,5,18,1,1,0,1,0.86,0.7879,0.41,0.1642,77,172,249,Sore (Pulang),0.131225,0.733333,0.685
3502,2011-05-30,2,0,5,19,1,1,0,2,0.52,0.5,0.48,0.1045,68,157,225,Sore (Pulang),0.131225,0.733333,0.685
3503,2011-05-30,2,0,5,20,1,1,0,1,0.76,0.7121,0.58,0.0,69,168,237,Malam/Dini Hari,0.131225,0.733333,0.685
3504,2011-05-30,2,0,5,21,1,1,0,1,0.74,0.697,0.7,0.1343,42,107,149,Malam/Dini Hari,0.131225,0.733333,0.685
3505,2011-05-30,2,0,5,22,1,1,0,1,0.72,0.697,0.74,0.1642,26,80,106,Malam/Dini Hari,0.131225,0.733333,0.685
3506,2011-05-30,2,0,5,23,1,1,0,1,0.7,0.6667,0.84,0.1045,14,34,48,Malam/Dini Hari,0.131225,0.733333,0.685
3507,2011-05-31,2,0,5,0,0,2,1,1,0.7,0.6667,0.79,0.0896,9,20,29,Malam/Dini Hari,0.111329,0.775,0.636667
3508,2011-05-31,2,0,5,1,0,2,1,1,0.68,0.6364,0.89,0.0896,8,9,17,Malam/Dini Hari,0.111329,0.775,0.636667
3509,2011-05-31,2,0,5,2,0,2,1,2,0.66,0.5909,0.94,0.1343,5,7,12,Malam/Dini Hari,0.111329,0.775,0.636667
3510,2011-05-31,2,0,5,3,0,2,1,2,0.64,0.5606,0.94,0.0,1,3,4,Malam/Dini Hari,0.111329,0.775,0.636667
3511,2011-05-31,2,0,5,4,0,2,1,1,0.66,0.6061,0.83,0.0896,0,3,3,Malam/Dini Hari,0.111329,0.775,0.636667
3512,2011-05-31,2,0,5,5,0,2,1,1,0.66,0.6061,0.83,0.0896,0,26,26,Pagi (Berangkat),0.111329,0.775,0.636667
3513,2011-05-31,2,0,5,6,0,2,1,1,0.68,0.6364,0.79,0.0896,11,98,109,Pagi (Berangkat),0.111329,0.775,0.636667
3514,2011-05-31,2,0,5,7,0,2,1,1,0.74,0.697,0.66,0.1045,16,219,235,Pagi (Berangkat),0.111329,0.775,0.636667
3515,2011-05-31,2,0,5,8,0,2,1,1,0.78,0.7424,0.59,0.1343,34,372,406,Pagi (Berangkat),0.111329,0.775,0.636667
3516,2011-05-31,2,0,5,9,0,2,1,1,0.8,0.7576,0.55,0.1343,22,153,175,Pagi (Berangkat),0.111329,0.775,0.636667
3517,2011-05-31,2,0,5,10,0,2,1,1,0.82,0.7879,0.56,0.1343,37,72,109,Siang (Rekreasi),0.111329,0.775,0.636667
3518,2011-05-31,2,0,5,11,0,2,1,1,0.86,0.803,0.47,0.0,28,78,106,Siang (Rekreasi),0.111329,0.775,0.636667
3519,2011-05-31,2,0,5,12,0,2,1,1,0.86,0.803,0.47,0.1343,37,125,162,Siang (Rekreasi),0.111329,0.775,0.636667
3520,2011-05-31,2,0,5,13,0,2,1,1,0.9,0.8333,0.39,0.1642,37,110,147,Siang (Rekreasi),0.111329,0.775,0.636667
3521,2011-05-31,2,0,5,14,0,2,1,1,0.9,0.8182,0.37,0.0,41,99,140,Siang (Rekreasi),0.111329,0.775,0.636667
3522,2011-05-31,2,0,5,15,0,2,1,1,0.9,0.8182,0.37,0.1642,42,133,175,Siang (Rekreasi),0.111329,0.775,0.636667
3523,2011-05-31,2,0,5,16,0,2,1,1,0.9,0.8333,0.39,0.1343,44,205,249,Sore (Pulang),0.111329,0.775,0.636667
3524,2011-05-31,2,0,5,17,0,2,1,1,0.84,0.803,0.53,0.2239,67,428,495,Sore (Pulang),0.111329,0.775,0.636667
3525,2011-05-31,2,0,5,18,0,2,1,1,0.84,0.803,0.53,0.194,55,362,417,Sore (Pulang),0.111329,0.775,0.636667
3526,2011-05-31,2,0,5,19,0,2,1,1,0.78,0.7424,0.62,0.1045,39,246,285,Sore (Pulang),0.111329,0.775,0.636667
3527,2011-05-31,2,0,5,20,0,2,1,1,0.78,0.7424,0.62,0.1045,38,213,251,Malam/Dini Hari,0.111329,0.775,0.636667
3528,2011-05-31,2,0,5,21,0,2,1,1,0.76,0.7273,0.66,0.1045,45,165,210,Malam/Dini Hari,0.111329,0.775,0.636667
3529,2011-05-31,2,0,5,22,0,2,1,1,0.74,0.697,0.7,0.1642,42,117,159,Malam/Dini Hari,0.111329,0.775,0.636667
3530,2011-05-31,2,0,5,23,0,2,1,1,0.72,0.697,0.79,0.0896,15,46,61,Malam/Dini Hari,0.111329,0.775,0.636667
3531,2011-06-01,2,0,6,0,0,3,1,1,0.7,0.6667,0.79,0.1642,9,25,34,Malam/Dini Hari,0.207092,0.764167,0.677083
3532,2011-06-01,2,0,6,1,0,3,1,1,0.7,0.6667,0.84,0.2537,8,9,17,Malam/Dini Hari,0.207092,0.764167,0.677083
3533,2011-06-01,2,0,6,2,0,3,1,1,0.7,0.6667,0.79,0.1642,0,3,3,Malam/Dini Hari,0.207092,0.764167,0.677083
3534,2011-06-01,2,0,6,3,0,3,1,1,0.68,0.6364,0.89,0.194,0,6,6,Malam/Dini Hari,0.207092,0.764167,0.677083
3535,2011-06-01,2,0,6,4,0,3,1,2,0.68,0.6364,0.89,0.2239,0,4,4,Malam/Dini Hari,0.207092,0.764167,0.677083
3536,2011-06-01,2,0,6,5,0,3,1,2,0.66,0.5909,0.89,0.0896,2,19,21,Pagi (Berangkat),0.207092,0.764167,0.677083
3537,2011-06-01,2,0,6,6,0,3,1,2,0.68,0.6364,0.89,0.0896,7,121,128,Pagi (Berangkat),0.207092,0.764167,0.677083
3538,2011-06-01,2,0,6,7,0,3,1,2,0.7,0.6667,0.79,0.1642,19,265,284,Pagi (Berangkat),0.207092,0.764167,0.677083
3539,2011-06-01,2,0,6,8,0,3,1,2,0.72,0.697,0.79,0.194,37,417,454,Pagi (Berangkat),0.207092,0.764167,0.677083
3540,2011-06-01,2,0,6,9,0,3,1,2,0.74,0.7121,0.74,0.2239,34,173,207,Pagi (Berangkat),0.207092,0.764167,0.677083
3541,2011-06-01,2,0,6,10,0,3,1,2,0.76,0.7424,0.75,0.2537,31,84,115,Siang (Rekreasi),0.207092,0.764167,0.677083
3542,2011-06-01,2,0,6,11,0,3,1,2,0.82,0.803,0.59,0.2239,26,86,112,Siang (Rekreasi),0.207092,0.764167,0.677083
3543,2011-06-01,2,0,6,12,0,3,1,1,0.86,0.8333,0.53,0.0,32,137,169,Siang (Rekreasi),0.207092,0.764167,0.677083
3544,2011-06-01,2,0,6,13,0,3,1,1,0.9,0.8182,0.37,0.194,29,125,154,Siang (Rekreasi),0.207092,0.764167,0.677083
3545,2011-06-01,2,0,6,14,0,3,1,1,0.9,0.8182,0.37,0.2537,40,105,145,Siang (Rekreasi),0.207092,0.764167,0.677083
3546,2011-06-01,2,0,6,15,0,3,1,1,0.9,0.8333,0.39,0.2985,25,127,152,Siang (Rekreasi),0.207092,0.764167,0.677083
3547,2011-06-01,2,0,6,16,0,3,1,1,0.86,0.803,0.47,0.2985,39,227,266,Sore (Pulang),0.207092,0.764167,0.677083
3548,2011-06-01,2,0,6,17,0,3,1,1,0.86,0.803,0.47,0.2985,52,434,486,Sore (Pulang),0.207092,0.764167,0.677083
3549,2011-06-01,2,0,6,18,0,3,1,3,0.82,0.7879,0.56,0.3881,31,278,309,Sore (Pulang),0.207092,0.764167,0.677083
3550,2011-06-01,2,0,6,19,0,3,1,2,0.74,0.7121,0.79,0.1642,16,248,264,Sore (Pulang),0.207092,0.764167,0.677083
3551,2011-06-01,2,0,6,20,0,3,1,2,0.74,0.7121,0.79,0.2537,23,233,256,Malam/Dini Hari,0.207092,0.764167,0.677083
3552,2011-06-01,2,0,6,21,0,3,1,1,0.74,0.697,0.7,0.2836,29,161,190,Malam/Dini Hari,0.207092,0.764167,0.677083
3553,2011-06-01,2,0,6,22,0,3,1,1,0.74,0.697,0.66,0.1343,14,115,129,Malam/Dini Hari,0.207092,0.764167,0.677083
3554,2011-06-01,2,0,6,23,0,3,1,1,0.74,0.6667,0.51,0.1642,10,59,69,Malam/Dini Hari,0.207092,0.764167,0.677083
3555,2011-06-02,2,0,6,0,0,4,1,1,0.74,0.6515,0.4,0.3582,11,31,42,Malam/Dini Hari,0.292287,0.715,0.305
3556,2011-06-02,2,0,6,1,0,4,1,1,0.72,0.6515,0.38,0.1045,3,12,15,Malam/Dini Hari,0.292287,0.715,0.305
3557,2011-06-02,2,0,6,2,0,4,1,1,0.7,0.6364,0.39,0.0,0,6,6,Malam/Dini Hari,0.292287,0.715,0.305
3558,2011-06-02,2,0,6,3,0,4,1,1,0.66,0.6212,0.44,0.1045,0,4,4,Malam/Dini Hari,0.292287,0.715,0.305
3559,2011-06-02,2,0,6,4,0,4,1,1,0.66,0.6212,0.41,0.194,0,3,3,Malam/Dini Hari,0.292287,0.715,0.305
3560,2011-06-02,2,0,6,5,0,4,1,1,0.66,0.6212,0.39,0.2239,3,28,31,Pagi (Berangkat),0.292287,0.715,0.305
3561,2011-06-02,2,0,6,6,0,4,1,1,0.66,0.6212,0.39,0.1343,7,106,113,Pagi (Berangkat),0.292287,0.715,0.305
3562,2011-06-02,2,0,6,7,0,4,1,1,0.7,0.6364,0.34,0.2537,19,285,304,Pagi (Berangkat),0.292287,0.715,0.305
3563,2011-06-02,2,0,6,8,0,4,1,1,0.7,0.6364,0.32,0.2985,25,442,467,Pagi (Berangkat),0.292287,0.715,0.305
3564,2011-06-02,2,0,6,9,0,4,1,1,0.72,0.6364,0.26,0.3582,28,197,225,Pagi (Berangkat),0.292287,0.715,0.305
3565,2011-06-02,2,0,6,10,0,4,1,1,0.72,0.6515,0.28,0.4925,33,106,139,Siang (Rekreasi),0.292287,0.715,0.305
3566,2011-06-02,2,0,6,11,0,4,1,1,0.74,0.6515,0.28,0.3881,42,123,165,Siang (Rekreasi),0.292287,0.715,0.305
3567,2011-06-02,2,0,6,12,0,4,1,1,0.76,0.6667,0.25,0.4627,39,193,232,Siang (Rekreasi),0.292287,0.715,0.305
3568,2011-06-02,2,0,6,13,0,4,1,1,0.8,0.6818,0.24,0.3582,35,168,203,Siang (Rekreasi),0.292287,0.715,0.305
3569,2011-06-02,2,0,6,14,0,4,1,1,0.78,0.6667,0.24,0.3284,43,142,185,Siang (Rekreasi),0.292287,0.715,0.305
3570,2011-06-02,2,0,6,15,0,4,1,1,0.8,0.6818,0.21,0.3881,44,144,188,Siang (Rekreasi),0.292287,0.715,0.305
3571,2011-06-02,2,0,6,16,0,4,1,1,0.8,0.6818,0.22,0.4925,63,255,318,Sore (Pulang),0.292287,0.715,0.305
3572,2011-06-02,2,0,6,17,0,4,1,1,0.76,0.6515,0.2,0.5224,88,484,572,Sore (Pulang),0.292287,0.715,0.305
3573,2011-06-02,2,0,6,18,0,4,1,1,0.74,0.6515,0.22,0.3881,74,451,525,Sore (Pulang),0.292287,0.715,0.305
3574,2011-06-02,2,0,6,19,0,4,1,1,0.72,0.6364,0.23,0.2985,58,321,379,Sore (Pulang),0.292287,0.715,0.305
3575,2011-06-02,2,0,6,20,0,4,1,1,0.7,0.6364,0.24,0.194,51,286,337,Malam/Dini Hari,0.292287,0.715,0.305
3576,2011-06-02,2,0,6,21,0,4,1,1,0.66,0.6212,0.31,0.194,33,215,248,Malam/Dini Hari,0.292287,0.715,0.305
3577,2011-06-02,2,0,6,22,0,4,1,1,0.64,0.6212,0.33,0.2537,14,141,155,Malam/Dini Hari,0.292287,0.715,0.305
3578,2011-06-02,2,0,6,23,0,4,1,1,0.62,0.6212,0.35,0.2239,23,89,112,Malam/Dini Hari,0.292287,0.715,0.305
3579,2011-06-03,2,0,6,0,0,5,1,1,0.62,0.6212,0.38,0.2836,15,53,68,Malam/Dini Hari,0.253121,0.62,0.354167
3580,2011-06-03,2,0,6,1,0,5,1,1,0.6,0.6212,0.38,0.3582,7,15,22,Malam/Dini Hari,0.253121,0.62,0.354167
3581,2011-06-03,2,0,6,2,0,5,1,1,0.56,0.5303,0.43,0.2239,0,12,12,Malam/Dini Hari,0.253121,0.62,0.354167
3582,2011-06-03,2,0,6,3,0,5,1,1,0.54,0.5152,0.49,0.2239,0,5,5,Malam/Dini Hari,0.253121,0.62,0.354167
3583,2011-06-03,2,0,6,4,0,5,1,1,0.52,0.5,0.48,0.3284,1,5,6,Malam/Dini Hari,0.253121,0.62,0.354167
3584,2011-06-03,2,0,6,5,0,5,1,1,0.52,0.5,0.48,0.3582,4,24,28,Pagi (Berangkat),0.253121,0.62,0.354167
3585,2011-06-03,2,0,6,6,0,5,1,1,0.54,0.5152,0.45,0.2985,8,98,106,Pagi (Berangkat),0.253121,0.62,0.354167
3586,2011-06-03,2,0,6,7,0,5,1,1,0.54,0.5152,0.45,0.2537,25,252,277,Pagi (Berangkat),0.253121,0.62,0.354167
3587,2011-06-03,2,0,6,8,0,5,1,2,0.56,0.5303,0.43,0.3284,31,471,502,Pagi (Berangkat),0.253121,0.62,0.354167
3588,2011-06-03,2,0,6,9,0,5,1,1,0.58,0.5455,0.4,0.1642,36,194,230,Pagi (Berangkat),0.253121,0.62,0.354167
3589,2011-06-03,2,0,6,10,0,5,1,1,0.62,0.6212,0.33,0.2537,54,107,161,Siang (Rekreasi),0.253121,0.62,0.354167
3590,2011-06-03,2,0,6,11,0,5,1,1,0.64,0.6212,0.31,0.3284,57,135,192,Siang (Rekreasi),0.253121,0.62,0.354167
3591,2011-06-03,2,0,6,12,0,5,1,1,0.66,0.6212,0.27,0.2836,51,208,259,Siang (Rekreasi),0.253121,0.62,0.354167
3592,2011-06-03,2,0,6,13,0,5,1,1,0.68,0.6212,0.26,0.2537,58,190,248,Siang (Rekreasi),0.253121,0.62,0.354167
3593,2011-06-03,2,0,6,14,0,5,1,1,0.7,0.6364,0.28,0.2836,66,174,240,Siang (Rekreasi),0.253121,0.62,0.354167
3594,2011-06-03,2,0,6,15,0,5,1,1,0.7,0.6364,0.28,0.2836,56,156,212,Siang (Rekreasi),0.253121,0.62,0.354167
3595,2011-06-03,2,0,6,16,0,5,1,1,0.72,0.6364,0.26,0.3284,63,286,349,Sore (Pulang),0.253121,0.62,0.354167
3596,2011-06-03,2,0,6,17,0,5,1,1,0.72,0.6364,0.25,0.2836,73,485,558,Sore (Pulang),0.253121,0.62,0.354167
3597,2011-06-03,2,0,6,18,0,5,1,1,0.7,0.6364,0.24,0.2985,76,488,564,Sore (Pulang),0.253121,0.62,0.354167
3598,2011-06-03,2,0,6,19,0,5,1,1,0.68,0.6212,0.26,0.2836,53,338,391,Sore (Pulang),0.253121,0.62,0.354167
3599,2011-06-03,2,0,6,20,0,5,1,1,0.64,0.6212,0.29,0.1642,57,236,293,Malam/Dini Hari,0.253121,0.62,0.354167
3600,2011-06-03,2,0,6,21,0,5,1,1,0.64,0.6212,0.29,0.1045,51,196,247,Malam/Dini Hari,0.253121,0.62,0.354167
3601,2011-06-03,2,0,6,22,0,5,1,1,0.62,0.6212,0.35,0.0,26,145,171,Malam/Dini Hari,0.253121,0.62,0.354167
3602,2011-06-03,2,0,6,23,0,5,1,1,0.58,0.5455,0.46,0.1045,30,141,171,Malam/Dini Hari,0.253121,0.62,0.354167
3603,2011-06-04,2,0,6,0,0,6,0,1,0.56,0.5303,0.52,0.0,24,69,93,Malam/Dini Hari,0.123142,0.635,0.45625
3604,2011-06-04,2,0,6,1,0,6,0,1,0.54,0.5152,0.64,0.1045,14,80,94,Malam/Dini Hari,0.123142,0.635,0.45625
3605,2011-06-04,2,0,6,2,0,6,0,1,0.54,0.5152,0.56,0.194,18,41,59,Malam/Dini Hari,0.123142,0.635,0.45625
3606,2011-06-04,2,0,6,3,0,6,0,1,0.52,0.5,0.59,0.1045,8,10,18,Malam/Dini Hari,0.123142,0.635,0.45625
3607,2011-06-04,2,0,6,4,0,6,0,1,0.52,0.5,0.59,0.0896,4,11,15,Malam/Dini Hari,0.123142,0.635,0.45625
3608,2011-06-04,2,0,6,5,0,6,0,1,0.5,0.4848,0.64,0.0,3,5,8,Pagi (Berangkat),0.123142,0.635,0.45625
3609,2011-06-04,2,0,6,6,0,6,0,1,0.54,0.5152,0.6,0.0,11,17,28,Pagi (Berangkat),0.123142,0.635,0.45625
3610,2011-06-04,2,0,6,7,0,6,0,1,0.56,0.5303,0.56,0.0,27,60,87,Pagi (Berangkat),0.123142,0.635,0.45625
3611,2011-06-04,2,0,6,8,0,6,0,1,0.6,0.6212,0.46,0.0896,29,96,125,Pagi (Berangkat),0.123142,0.635,0.45625
3612,2011-06-04,2,0,6,9,0,6,0,1,0.62,0.6212,0.43,0.1343,55,169,224,Pagi (Berangkat),0.123142,0.635,0.45625
3613,2011-06-04,2,0,6,10,0,6,0,1,0.64,0.6212,0.38,0.1045,115,202,317,Siang (Rekreasi),0.123142,0.635,0.45625
3614,2011-06-04,2,0,6,11,0,6,0,1,0.66,0.6212,0.36,0.1343,120,249,369,Siang (Rekreasi),0.123142,0.635,0.45625
3615,2011-06-04,2,0,6,12,0,6,0,1,0.7,0.6364,0.32,0.1642,150,270,420,Siang (Rekreasi),0.123142,0.635,0.45625
